Project_ID,Project_Type,Location,Area_Impacted,Air_Emissions,Water_Pollution,Habitat_Loss,Carbon_Footprint,Mitigation_Plan,Impact_Score,Budget,Duration,Stakeholders,Public_Acceptance,Sustainability_Practices,States,States_Code
Project_2868,Energy,City_A,53.86,327.96,80.92,4.08,9323.44,Implemented,18.34,1399831,14,"['Environmental Organization', 'Local Community', 'Environmental Organization']",Low,"['Renewable Energy', 'Renewable Energy']",Delaware,DE
Project_2869,Construction,City_B,20.82,696.38,29.38,2.77,9928.55,Implemented,55.54,3386363,6,"['Environmental Organization', 'Local Community', 'Government']",Low,"['Green Infrastructure', 'Energy Efficiency']",District of Columbia,DC
Project_2870,Water Management,City_E,39.1,291,21.11,1.58,1830.82,Planned,47.38,3789030,24,"['Government', 'Environmental Organization', 'Private Sector']",High,"['Green Infrastructure', 'Waste Management']",Florida,FL
Project_2871,Water Management,City_C,51.95,564.52,94.17,8.44,1749.21,Not Applicable,86.16,4861541,19,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",Low,"['Waste Management', 'Renewable Energy']",Georgia,GA
Project_2872,Transportation,City_A,37.77,554.34,87.72,2.73,8356.71,Implemented,41.57,4497665,36,"['Government', 'Local Community', 'Local Community']",Low,"['Waste Management', 'Waste Management']",Hawaii,HI
Project_2873,Construction,City_C,72.38,401.6,46.09,5.83,9616.53,Not Applicable,51.49,3442650,50,"['Government', 'Government', 'Private Sector']",High,"['Waste Management', 'Green Infrastructure']",Idaho,ID
Project_2874,Urban Development,City_C,30.43,639.8,83.17,1,1144.98,Not Applicable,54.55,9726048,47,"['Local Community', 'Local Community', 'Local Community']",Medium,"['Green Infrastructure', 'Waste Management']",Illinois,IL
Project_2875,Construction,City_D,20.85,519.36,18.48,7.76,5425.17,Planned,59.75,7697213,21,"['Local Community', 'Local Community', 'Local Community']",High,"['Waste Management', 'Waste Management']",Indiana,IN
Project_2876,Energy,City_E,86.42,320.57,34.64,4.13,7201.21,Planned,85.46,5263630,17,"['Private Sector', 'Private Sector', 'Government']",Low,"['Green Infrastructure', 'Waste Management']",Iowa,IA
Project_2877,Construction,City_B,95.69,408.18,27.67,1.64,7253.78,Not Applicable,89.12,6190889,34,"['Government', 'Local Community', 'Private Sector']",Medium,"['Waste Management', 'Waste Management']",Kansas,KS
Project_2878,Transportation,City_B,35.33,870.18,35.08,5.43,1654.65,Not Applicable,78.94,8039041,60,"['Private Sector', 'Government', 'Government']",Medium,"['Energy Efficiency', 'Green Infrastructure']",Kentucky,KY
Project_2879,Urban Development,City_B,43.4,409.41,25.52,1.09,5265.56,Planned,31.61,1187247,49,"['Local Community', 'Private Sector', 'Environmental Organization']",Low,"['Renewable Energy', 'Energy Efficiency']",Louisiana,LA
Project_2880,Urban Development,City_E,28.96,290.79,36.58,7.7,9851.77,Planned,52.25,7097585,24,"['Local Community', 'Private Sector', 'Government']",High,"['Waste Management', 'Green Infrastructure']",Maine,ME
Project_2881,Transportation,City_A,40.38,357.93,34.84,9.77,1288.99,Not Applicable,11.25,8209261,9,"['Local Community', 'Private Sector', 'Private Sector']",Low,"['Renewable Energy', 'Energy Efficiency']",Maryland,MD
Project_2882,Energy,City_E,62.19,295.14,90.73,2.2,3555.87,Not Applicable,33.93,3878527,29,"['Government', 'Private Sector', 'Private Sector']",Low,"['Renewable Energy', 'Green Infrastructure']",Massachusetts,MA
Project_2883,Construction,City_C,45.89,788.27,81.13,9.08,7641.85,Implemented,81.75,4060723,31,"['Environmental Organization', 'Government', 'Local Community']",Medium,"['Waste Management', 'Energy Efficiency']",Michigan,MI
Project_2884,Construction,City_C,37.2,198.24,94.15,1.14,8341.25,Planned,37.56,9182369,12,"['Government', 'Local Community', 'Private Sector']",High,"['Waste Management', 'Energy Efficiency']",Minnesota,MN
Project_2885,Transportation,City_C,53.26,312.69,87.35,2.65,5476.77,Not Applicable,93.95,2338189,24,"['Government', 'Private Sector', 'Local Community']",High,"['Energy Efficiency', 'Renewable Energy']",Mississippi,MS
Project_2886,Construction,City_D,53.01,424.32,22.69,7.62,3448.06,Not Applicable,23.2,9331259,25,"['Local Community', 'Government', 'Private Sector']",Medium,"['Waste Management', 'Green Infrastructure']",Missouri,MO
Project_2887,Transportation,City_C,5.26,190.42,17.53,3.52,1343.35,Planned,47.53,1666536,46,"['Private Sector', 'Private Sector', 'Private Sector']",High,"['Waste Management', 'Green Infrastructure']",Montana,MT
Project_2888,Water Management,City_E,14.05,745.28,92.06,3.67,9092.96,Not Applicable,6.25,2558614,10,"['Government', 'Local Community', 'Local Community']",Low,"['Waste Management', 'Green Infrastructure']",Nebraska,NE
Project_2889,Construction,City_B,33.07,399.84,36.27,5.53,3449.12,Implemented,5.5,3602752,41,"['Private Sector', 'Private Sector', 'Local Community']",Low,"['Green Infrastructure', 'Renewable Energy']",Nevada,NV
Project_2890,Transportation,City_C,48.6,512.04,54.44,4.23,4392.22,Implemented,55.99,2770361,21,"['Private Sector', 'Local Community', 'Environmental Organization']",Low,"['Green Infrastructure', 'Renewable Energy']",New Hampshire,NH
Project_2891,Energy,City_E,67.67,367.17,50.93,0.77,9240.09,Not Applicable,14.03,5893417,9,"['Private Sector', 'Private Sector', 'Environmental Organization']",Low,"['Energy Efficiency', 'Green Infrastructure']",New Jersey,NJ
Project_2892,Urban Development,City_E,19.69,905.77,36.03,0.75,2878.28,Planned,36.84,4789065,43,"['Government', 'Environmental Organization', 'Government']",Low,"['Energy Efficiency', 'Waste Management']",New Mexico,NM
Project_2893,Energy,City_C,44.48,558.24,79.23,9.74,6975.4,Not Applicable,37.98,4196868,56,"['Local Community', 'Environmental Organization', 'Environmental Organization']",High,"['Energy Efficiency', 'Green Infrastructure']",New York,NY
Project_2894,Energy,City_D,71.12,745.83,74.87,1.21,8940.57,Implemented,24.56,5125598,46,"['Private Sector', 'Government', 'Local Community']",High,"['Waste Management', 'Renewable Energy']",North Carolina,NC
Project_2895,Energy,City_E,68.14,630.49,93.83,8.69,7717.11,Planned,14.35,7972338,47,"['Environmental Organization', 'Local Community', 'Private Sector']",High,"['Renewable Energy', 'Renewable Energy']",North Dakota,ND
Project_2896,Urban Development,City_D,55.76,149.93,52.21,4.91,8307.32,Not Applicable,38.69,5167795,6,"['Private Sector', 'Local Community', 'Environmental Organization']",Low,"['Renewable Energy', 'Green Infrastructure']",Ohio,OH
Project_2897,Energy,City_D,11.69,809.02,78.65,6.97,1723.54,Planned,7.45,7867738,12,"['Local Community', 'Environmental Organization', 'Local Community']",Low,"['Waste Management', 'Energy Efficiency']",Oklahoma,OK
Project_2898,Water Management,City_E,63.82,270.75,94.37,3.52,5344.92,Implemented,48.4,6097468,32,"['Local Community', 'Government', 'Government']",High,"['Energy Efficiency', 'Energy Efficiency']",Oregon,OR
Project_2899,Transportation,City_B,81.6,287.67,39.68,8.14,7324.98,Not Applicable,71.03,3382957,27,"['Government', 'Government', 'Environmental Organization']",Medium,"['Waste Management', 'Renewable Energy']",Pennsylvania,PA
Project_2900,Energy,City_B,34.71,442.03,97.73,9.41,5944.89,Not Applicable,42.56,2941841,48,"['Local Community', 'Local Community', 'Local Community']",Low,"['Renewable Energy', 'Green Infrastructure']",Rhode Island,RI
Project_2901,Transportation,City_B,43.8,796.04,27.98,4.28,8630.25,Planned,45.53,1422488,53,"['Local Community', 'Local Community', 'Government']",High,"['Renewable Energy', 'Waste Management']",South Carolina,SC
Project_2902,Construction,City_C,20.35,920.52,28.04,9.77,4799.67,Planned,52.51,3750780,34,"['Local Community', 'Government', 'Environmental Organization']",Low,"['Green Infrastructure', 'Waste Management']",South Dakota,SD
Project_2903,Urban Development,City_C,57.96,206.65,70.14,1.74,6985.76,Not Applicable,49.36,898643,32,"['Local Community', 'Government', 'Private Sector']",High,"['Waste Management', 'Waste Management']",Tennessee,TN
Project_2904,Construction,City_E,33.24,907.99,87.33,0.52,3933.88,Not Applicable,81.25,6424095,46,"['Private Sector', 'Private Sector', 'Environmental Organization']",Low,"['Green Infrastructure', 'Renewable Energy']",Texas,TX
Project_2905,Energy,City_E,34.57,789.86,76.39,5.87,9635.84,Implemented,2.78,3754561,59,"['Environmental Organization', 'Government', 'Environmental Organization']",High,"['Waste Management', 'Waste Management']",Utah,UT
Project_2906,Transportation,City_B,69.68,983.22,48.36,3.14,4005.75,Planned,62.55,6860117,59,"['Local Community', 'Local Community', 'Environmental Organization']",Low,"['Waste Management', 'Waste Management']",Vermont,VT
Project_2907,Energy,City_A,6.33,892.55,61.64,8.13,5680.23,Planned,56.72,4740003,13,"['Local Community', 'Private Sector', 'Government']",Low,"['Green Infrastructure', 'Waste Management']",Virginia,VA
Project_2908,Water Management,City_B,19.87,500.17,88.1,3.51,7512.4,Planned,67.16,8519548,14,"['Local Community', 'Government', 'Private Sector']",Low,"['Green Infrastructure', 'Energy Efficiency']",Washington,WA
Project_2909,Urban Development,City_A,16.32,988.77,31.26,1.09,2368.92,Planned,65.97,934628,35,"['Environmental Organization', 'Local Community', 'Government']",High,"['Waste Management', 'Renewable Energy']",West Virginia,WV
Project_2910,Energy,City_D,79.28,897.85,73,2.08,5743.83,Implemented,5.71,7072675,48,"['Environmental Organization', 'Local Community', 'Environmental Organization']",High,"['Green Infrastructure', 'Energy Efficiency']",Wisconsin,WI
Project_2911,Energy,City_B,85.51,674.08,95.71,3.5,1803.83,Not Applicable,89.15,8951232,15,"['Private Sector', 'Local Community', 'Local Community']",Low,"['Green Infrastructure', 'Renewable Energy']",Wyoming,WY
Project_2912,Urban Development,City_A,60.92,372.84,91.74,6.1,6636.24,Planned,26.76,5288623,14,"['Local Community', 'Government', 'Environmental Organization']",Medium,"['Waste Management', 'Energy Efficiency']",Puerto Rico,PR
Project_2913,Transportation,City_C,36.65,410.12,62.98,8.03,7829.94,Not Applicable,63.25,1022223,54,"['Environmental Organization', 'Government', 'Private Sector']",Medium,"['Renewable Energy', 'Renewable Energy']",Alabama,AL
Project_2914,Transportation,City_D,81.08,278.22,61.54,7.12,9179.56,Implemented,14.56,5717231,60,"['Local Community', 'Environmental Organization', 'Environmental Organization']",High,"['Green Infrastructure', 'Green Infrastructure']",Alaska,AK
Project_2915,Construction,City_B,93.54,220.89,12.42,5.36,8140.22,Not Applicable,15.62,2968044,13,"['Private Sector', 'Environmental Organization', 'Environmental Organization']",Low,"['Waste Management', 'Renewable Energy']",Arizona,AZ
Project_2916,Energy,City_E,96.92,201.79,77.01,8.96,1608.67,Planned,78.74,5031689,60,"['Environmental Organization', 'Government', 'Government']",Low,"['Green Infrastructure', 'Energy Efficiency']",Arkansas,AR
Project_2917,Energy,City_E,41.24,828.13,97.48,3.32,7570.47,Not Applicable,79.17,3374210,13,"['Environmental Organization', 'Local Community', 'Private Sector']",Low,"['Waste Management', 'Green Infrastructure']",California,CA
Project_2918,Energy,City_E,46.17,799.44,21.14,3.5,8935.81,Planned,2.04,1831881,53,"['Government', 'Private Sector', 'Environmental Organization']",High,"['Waste Management', 'Green Infrastructure']",Colorado,CO
Project_2919,Urban Development,City_B,28.95,443.27,73.24,6.75,2004.06,Not Applicable,78.58,6775291,7,"['Government', 'Private Sector', 'Private Sector']",High,"['Green Infrastructure', 'Renewable Energy']",Connecticut,CT
Project_2920,Energy,City_E,69.66,607.48,53.14,5.22,5711,Implemented,99.97,2076136,56,"['Local Community', 'Environmental Organization', 'Local Community']",Low,"['Waste Management', 'Energy Efficiency']",Delaware,DE
Project_2921,Construction,City_E,79.03,227.39,80.94,5.4,5828.58,Planned,60.5,8896296,34,"['Environmental Organization', 'Local Community', 'Environmental Organization']",High,"['Energy Efficiency', 'Energy Efficiency']",District of Columbia,DC
Project_2922,Water Management,City_D,69.54,897.16,57.82,3.33,3447.66,Implemented,9.67,6948404,52,"['Environmental Organization', 'Government', 'Local Community']",Low,"['Green Infrastructure', 'Energy Efficiency']",Florida,FL
Project_2923,Energy,City_D,59.25,208.38,14.8,6.53,2313.38,Planned,40.32,5710085,52,"['Private Sector', 'Private Sector', 'Environmental Organization']",Low,"['Energy Efficiency', 'Renewable Energy']",Georgia,GA
Project_2924,Energy,City_B,32.39,740.4,23.6,3.38,6657.92,Planned,44.57,490665,43,"['Environmental Organization', 'Private Sector', 'Private Sector']",High,"['Renewable Energy', 'Energy Efficiency']",Hawaii,HI
Project_2925,Transportation,City_D,76.01,967.98,93.64,4.94,3638.17,Planned,60.52,2974952,50,"['Local Community', 'Environmental Organization', 'Government']",Low,"['Energy Efficiency', 'Renewable Energy']",Idaho,ID
Project_2926,Water Management,City_E,9.29,163.12,38,5.74,9981.76,Not Applicable,66.52,8200269,56,"['Environmental Organization', 'Local Community', 'Private Sector']",Low,"['Renewable Energy', 'Green Infrastructure']",Illinois,IL
Project_2927,Transportation,City_D,89.72,489.39,95.4,1.51,5331.13,Not Applicable,16.74,6354621,24,"['Local Community', 'Government', 'Environmental Organization']",Low,"['Energy Efficiency', 'Renewable Energy']",Indiana,IN
Project_2928,Water Management,City_A,45,525.54,20.03,6.43,1769.94,Implemented,46.85,3645082,14,"['Environmental Organization', 'Local Community', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Renewable Energy']",Iowa,IA
Project_2929,Construction,City_B,61.86,214.69,87.85,0.61,4279.09,Implemented,28.86,4849678,19,"['Environmental Organization', 'Private Sector', 'Government']",High,"['Renewable Energy', 'Renewable Energy']",Kansas,KS
Project_2930,Urban Development,City_D,84.45,386.98,72.15,1.03,2096.99,Implemented,38.53,2186973,7,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",High,"['Renewable Energy', 'Green Infrastructure']",Kentucky,KY
Project_2931,Construction,City_D,37.3,677.66,52.44,8.48,9014.25,Not Applicable,44.59,4288386,53,"['Government', 'Local Community', 'Private Sector']",Low,"['Green Infrastructure', 'Waste Management']",Louisiana,LA
Project_2932,Water Management,City_C,10.61,728.35,42.66,3.93,9926.29,Not Applicable,92.4,3075839,39,"['Government', 'Government', 'Private Sector']",High,"['Green Infrastructure', 'Energy Efficiency']",Maine,ME
Project_2933,Water Management,City_A,97.79,526.45,17.76,9.49,5495.99,Implemented,34.27,7540086,43,"['Government', 'Local Community', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Waste Management']",Maryland,MD
Project_2934,Energy,City_A,61.62,611.53,66.16,6.44,6765.82,Not Applicable,89.04,7296126,41,"['Government', 'Environmental Organization', 'Environmental Organization']",Low,"['Energy Efficiency', 'Energy Efficiency']",Massachusetts,MA
Project_2935,Transportation,City_D,72.44,258.2,55.87,3.94,5861.84,Implemented,19.51,9140333,15,"['Private Sector', 'Environmental Organization', 'Private Sector']",High,"['Renewable Energy', 'Renewable Energy']",Michigan,MI
Project_2936,Construction,City_A,79.91,999.86,48.34,2.14,6003.77,Implemented,92.04,3830708,53,"['Local Community', 'Local Community', 'Local Community']",Low,"['Green Infrastructure', 'Renewable Energy']",Minnesota,MN
Project_2937,Energy,City_D,18.89,226.55,47.58,1.75,2165.16,Implemented,59.05,5509368,19,"['Local Community', 'Local Community', 'Private Sector']",Low,"['Renewable Energy', 'Renewable Energy']",Mississippi,MS
Project_2938,Energy,City_D,59.3,986.18,41.29,9.43,3874.13,Not Applicable,44.66,2096787,12,"['Government', 'Environmental Organization', 'Government']",Low,"['Renewable Energy', 'Waste Management']",Missouri,MO
Project_2939,Construction,City_A,9.52,129.8,29.22,0.13,5606.42,Implemented,53.61,716496,59,"['Private Sector', 'Private Sector', 'Local Community']",Medium,"['Waste Management', 'Energy Efficiency']",Montana,MT
Project_2940,Urban Development,City_C,89.31,501.26,88,0.73,6580.39,Planned,24.62,6697479,13,"['Private Sector', 'Government', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Waste Management']",Nebraska,NE
Project_2941,Energy,City_A,62.49,889.44,41.81,9.67,1060.8,Implemented,5.23,6680152,35,"['Private Sector', 'Local Community', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Waste Management']",Nevada,NV
Project_2942,Transportation,City_A,85.05,703.45,89.91,4.44,7265.81,Planned,10.39,1744526,17,"['Local Community', 'Government', 'Private Sector']",Medium,"['Energy Efficiency', 'Renewable Energy']",New Hampshire,NH
Project_2943,Water Management,City_B,5.5,564.79,20.85,1,5462.53,Planned,51.98,4211491,46,"['Environmental Organization', 'Local Community', 'Local Community']",Medium,"['Green Infrastructure', 'Waste Management']",New Jersey,NJ
Project_2944,Water Management,City_B,79.18,676.76,22.29,8.66,7363.68,Implemented,1.22,4143862,9,"['Government', 'Local Community', 'Private Sector']",Low,"['Waste Management', 'Energy Efficiency']",New Mexico,NM
Project_2945,Water Management,City_E,92.81,101.37,99.69,4.39,3031.16,Not Applicable,72.69,3893420,26,"['Environmental Organization', 'Government', 'Environmental Organization']",Low,"['Energy Efficiency', 'Waste Management']",New York,NY
Project_2946,Water Management,City_C,44.42,639.98,11.67,3.65,9866.57,Planned,25.05,3824956,47,"['Local Community', 'Private Sector', 'Local Community']",Low,"['Waste Management', 'Renewable Energy']",North Carolina,NC
Project_2947,Construction,City_C,61.48,629.49,52.3,7.68,9030.6,Not Applicable,37.95,4179713,30,"['Government', 'Environmental Organization', 'Private Sector']",Medium,"['Waste Management', 'Renewable Energy']",North Dakota,ND
Project_2948,Transportation,City_E,90.96,116.34,79.08,1.13,7580.63,Planned,20.72,5541956,52,"['Local Community', 'Government', 'Environmental Organization']",Medium,"['Renewable Energy', 'Green Infrastructure']",Ohio,OH
Project_2949,Construction,City_A,61.89,659.61,23.5,9.02,2741.69,Implemented,14.67,1435688,34,"['Government', 'Environmental Organization', 'Private Sector']",Medium,"['Energy Efficiency', 'Energy Efficiency']",Oklahoma,OK
Project_2950,Urban Development,City_B,6.04,988.5,73.32,0.73,8168.05,Not Applicable,19.45,7035864,32,"['Government', 'Private Sector', 'Local Community']",Medium,"['Renewable Energy', 'Renewable Energy']",Oregon,OR
Project_2951,Construction,City_B,99.69,211.26,91.46,0.96,6130.78,Planned,7.89,1016716,52,"['Environmental Organization', 'Environmental Organization', 'Local Community']",Low,"['Green Infrastructure', 'Waste Management']",Pennsylvania,PA
Project_2952,Water Management,City_C,12.31,750.96,93.37,6.5,8781.44,Planned,27.64,3980764,9,"['Environmental Organization', 'Local Community', 'Local Community']",Medium,"['Green Infrastructure', 'Energy Efficiency']",Rhode Island,RI
Project_2953,Water Management,City_A,36.56,810.88,35.39,7.26,4130.58,Not Applicable,51.35,6457215,44,"['Government', 'Government', 'Government']",Low,"['Renewable Energy', 'Green Infrastructure']",South Carolina,SC
Project_2954,Water Management,City_D,19.82,894.05,40.21,9.83,6991.23,Planned,57.49,7550128,28,"['Local Community', 'Local Community', 'Environmental Organization']",Medium,"['Waste Management', 'Green Infrastructure']",South Dakota,SD
Project_2955,Energy,City_A,58.04,715.98,20.1,3.82,9735.21,Planned,22.55,3414481,21,"['Private Sector', 'Local Community', 'Government']",Medium,"['Green Infrastructure', 'Renewable Energy']",Tennessee,TN
Project_2956,Construction,City_D,94.49,414.63,34.93,7.78,9458.75,Planned,32.03,1799498,55,"['Environmental Organization', 'Local Community', 'Environmental Organization']",Low,"['Green Infrastructure', 'Energy Efficiency']",Texas,TX
Project_2957,Construction,City_A,67.61,296.53,28.92,1.69,8376.68,Implemented,25.76,112901,37,"['Government', 'Government', 'Government']",Medium,"['Renewable Energy', 'Energy Efficiency']",Utah,UT
Project_2958,Construction,City_C,15.33,644.64,12.17,6.71,9482.23,Not Applicable,69.12,9420186,16,"['Private Sector', 'Local Community', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Waste Management']",Vermont,VT
Project_2959,Construction,City_E,60.17,512.81,31.69,0.53,3548.09,Not Applicable,10.88,2236572,31,"['Private Sector', 'Private Sector', 'Government']",Medium,"['Green Infrastructure', 'Renewable Energy']",Virginia,VA
Project_2960,Water Management,City_C,26.67,111.76,61.44,5.61,3670.63,Not Applicable,1.32,7452187,13,"['Government', 'Government', 'Government']",Low,"['Energy Efficiency', 'Energy Efficiency']",Washington,WA
Project_2961,Urban Development,City_D,77.04,830.42,37.72,4.81,2187.51,Planned,62.72,5789437,33,"['Local Community', 'Private Sector', 'Local Community']",High,"['Green Infrastructure', 'Energy Efficiency']",West Virginia,WV
Project_2962,Transportation,City_E,80.32,468.3,11.74,8.59,8484.35,Not Applicable,62.27,6314075,19,"['Private Sector', 'Environmental Organization', 'Environmental Organization']",Low,"['Renewable Energy', 'Green Infrastructure']",Wisconsin,WI
Project_2963,Construction,City_B,6.13,551.69,33.52,7.99,1307.41,Not Applicable,96.78,637573,12,"['Environmental Organization', 'Government', 'Private Sector']",High,"['Energy Efficiency', 'Waste Management']",Wyoming,WY
Project_2964,Energy,City_B,28.97,579.35,96.23,6.62,2010.31,Implemented,41.05,3509520,39,"['Local Community', 'Environmental Organization', 'Local Community']",High,"['Renewable Energy', 'Green Infrastructure']",Puerto Rico,PR
Project_2965,Energy,City_E,95.48,630.31,81.53,9.58,2269.02,Planned,99.23,9522413,31,"['Government', 'Environmental Organization', 'Government']",High,"['Green Infrastructure', 'Waste Management']",Alabama,AL
Project_2966,Transportation,City_E,32.68,614.72,65.66,1.62,8854.03,Not Applicable,58.53,2072598,50,"['Government', 'Environmental Organization', 'Local Community']",High,"['Renewable Energy', 'Green Infrastructure']",Alaska,AK
Project_2967,Energy,City_C,89.18,245.43,48.17,4.31,6577.57,Planned,9.12,7430492,27,"['Local Community', 'Private Sector', 'Local Community']",Medium,"['Renewable Energy', 'Energy Efficiency']",Arizona,AZ
Project_2968,Transportation,City_E,82.48,703.02,30.25,6.43,7688.75,Planned,42.2,2766702,14,"['Government', 'Local Community', 'Environmental Organization']",High,"['Renewable Energy', 'Energy Efficiency']",Arkansas,AR
Project_2969,Construction,City_E,39.55,383.42,98.96,0.48,2629.68,Planned,28.48,2543279,21,"['Environmental Organization', 'Government', 'Private Sector']",Medium,"['Green Infrastructure', 'Renewable Energy']",California,CA
Project_2970,Transportation,City_C,15.81,727.42,41.4,7.97,8269.73,Planned,37.76,5479491,48,"['Local Community', 'Government', 'Government']",Low,"['Energy Efficiency', 'Waste Management']",Colorado,CO
Project_2971,Construction,City_C,23.87,628.21,53.5,0.49,4336.74,Planned,64.97,3870492,44,"['Government', 'Private Sector', 'Private Sector']",Medium,"['Green Infrastructure', 'Green Infrastructure']",Connecticut,CT
Project_2972,Energy,City_C,74.51,652.01,59.27,2.13,8058.12,Not Applicable,87.03,7060105,59,"['Private Sector', 'Environmental Organization', 'Government']",Low,"['Waste Management', 'Waste Management']",Delaware,DE
Project_2973,Energy,City_B,98.48,274.81,10.45,0.72,8605.43,Planned,47.73,1324512,33,"['Government', 'Local Community', 'Private Sector']",Low,"['Green Infrastructure', 'Renewable Energy']",District of Columbia,DC
Project_2974,Transportation,City_B,2.4,617.39,47.71,3.88,3545.1,Not Applicable,90.2,5049254,40,"['Local Community', 'Government', 'Private Sector']",Low,"['Green Infrastructure', 'Renewable Energy']",Florida,FL
Project_2975,Construction,City_C,25.54,588.25,72.34,6.99,6622.47,Not Applicable,76.63,8996640,41,"['Government', 'Government', 'Private Sector']",Medium,"['Waste Management', 'Renewable Energy']",Georgia,GA
Project_2976,Energy,City_D,4.58,797.97,57.76,3.52,1073.4,Not Applicable,16.11,1787167,48,"['Environmental Organization', 'Government', 'Local Community']",Medium,"['Energy Efficiency', 'Waste Management']",Hawaii,HI
Project_2977,Transportation,City_B,6.27,331.22,91.63,3.21,7175.72,Not Applicable,93.76,5567770,32,"['Government', 'Government', 'Local Community']",Low,"['Waste Management', 'Renewable Energy']",Idaho,ID
Project_2978,Urban Development,City_A,3.44,736.66,48.28,6.55,5435.28,Not Applicable,41.56,6652972,30,"['Local Community', 'Government', 'Environmental Organization']",Low,"['Green Infrastructure', 'Waste Management']",Illinois,IL
Project_2979,Construction,City_E,99.37,925.24,28.63,5.41,2623.5,Planned,61,9814889,50,"['Government', 'Environmental Organization', 'Environmental Organization']",High,"['Energy Efficiency', 'Energy Efficiency']",Indiana,IN
Project_2980,Energy,City_E,40.49,810.88,76.87,4.53,6447.46,Implemented,21.84,8245204,31,"['Environmental Organization', 'Government', 'Government']",Low,"['Energy Efficiency', 'Green Infrastructure']",Iowa,IA
Project_2981,Construction,City_E,28.68,711.11,25.26,0.26,6081.57,Not Applicable,92.4,5112564,38,"['Government', 'Environmental Organization', 'Government']",High,"['Waste Management', 'Waste Management']",Kansas,KS
Project_2982,Energy,City_D,21.64,220.07,75.49,0.34,9709.61,Not Applicable,47.14,1163013,10,"['Private Sector', 'Government', 'Private Sector']",Low,"['Green Infrastructure', 'Waste Management']",Kentucky,KY
Project_2983,Construction,City_C,82.04,195.95,17.42,0.61,2644.07,Implemented,73.62,5721276,43,"['Environmental Organization', 'Government', 'Private Sector']",Medium,"['Green Infrastructure', 'Waste Management']",Louisiana,LA
Project_2984,Transportation,City_C,79.12,313.35,41.04,6.53,8049.85,Planned,95.84,2959739,38,"['Government', 'Environmental Organization', 'Environmental Organization']",Low,"['Waste Management', 'Energy Efficiency']",Maine,ME
Project_2985,Urban Development,City_B,57.4,116.5,71.58,3.04,3015.01,Implemented,13.84,7083889,60,"['Government', 'Environmental Organization', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Waste Management']",Maryland,MD
Project_2986,Energy,City_A,84.33,399.77,19.76,9.46,6900.62,Implemented,17.88,2635244,53,"['Private Sector', 'Local Community', 'Local Community']",Medium,"['Green Infrastructure', 'Energy Efficiency']",Massachusetts,MA
Project_2987,Transportation,City_B,60.26,899.18,45.81,0.22,8120.59,Not Applicable,25.83,6284016,57,"['Environmental Organization', 'Private Sector', 'Government']",Medium,"['Green Infrastructure', 'Green Infrastructure']",Michigan,MI
Project_2988,Transportation,City_A,64.89,362.12,27.6,2.24,5310.3,Not Applicable,55.74,3234304,60,"['Government', 'Private Sector', 'Private Sector']",Medium,"['Renewable Energy', 'Green Infrastructure']",Minnesota,MN
Project_2989,Construction,City_E,39.02,332.4,58.48,3.66,3538.38,Implemented,10.3,323720,29,"['Environmental Organization', 'Local Community', 'Local Community']",Low,"['Energy Efficiency', 'Green Infrastructure']",Mississippi,MS
Project_2990,Construction,City_C,26.25,189.87,78.1,5.05,2184.63,Not Applicable,11.21,5964396,44,"['Environmental Organization', 'Local Community', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Energy Efficiency']",Missouri,MO
Project_2991,Water Management,City_E,2.95,565.5,81.18,8.48,7290.5,Implemented,5.13,9462739,46,"['Government', 'Government', 'Private Sector']",Low,"['Green Infrastructure', 'Energy Efficiency']",Montana,MT
Project_2992,Transportation,City_C,12.61,255.79,69.43,5.18,1939.42,Not Applicable,91.09,285876,27,"['Local Community', 'Private Sector', 'Local Community']",Low,"['Waste Management', 'Renewable Energy']",Nebraska,NE
Project_2993,Urban Development,City_B,50.43,493.81,17.88,1.8,1569.62,Implemented,17.98,903986,41,"['Private Sector', 'Environmental Organization', 'Environmental Organization']",High,"['Green Infrastructure', 'Renewable Energy']",Nevada,NV
Project_2994,Water Management,City_A,90.35,533.96,58.65,9.55,2812.4,Planned,13.45,3793033,9,"['Local Community', 'Government', 'Environmental Organization']",Low,"['Energy Efficiency', 'Energy Efficiency']",New Hampshire,NH
Project_2995,Construction,City_C,16.59,914.06,31.99,5.37,4178.12,Implemented,11.46,5062395,10,"['Government', 'Government', 'Private Sector']",Medium,"['Renewable Energy', 'Renewable Energy']",New Jersey,NJ
Project_2996,Energy,City_B,87.15,660.1,25.34,7.45,9069.44,Implemented,73.56,708111,31,"['Environmental Organization', 'Environmental Organization', 'Private Sector']",Low,"['Energy Efficiency', 'Energy Efficiency']",New Mexico,NM
Project_2997,Construction,City_D,84.84,581.31,97.69,1.97,5538.07,Not Applicable,27.76,944199,48,"['Environmental Organization', 'Local Community', 'Private Sector']",High,"['Green Infrastructure', 'Waste Management']",New York,NY
